,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,002241.SZ,20080522,2.8751,3.0728,2.7538,2.7907,65.3944,193246.61
1,002241.SZ,20080523,3.0099,3.0701,2.7853,2.8167,0.9317,112567.16
2,002241.SZ,20080526,2.6954,2.8284,2.5948,2.7754,-1.4663,72923.73
3,002241.SZ,20080527,2.8302,3.0171,2.7673,2.8401,2.3312,45123.0
4,002241.SZ,20080528,2.7709,2.8643,2.6954,2.788,-1.8344,30241.76
5,002241.SZ,20080529,2.7601,2.9425,2.6325,2.8841,3.4469,50073.66
6,002241.SZ,20080530,2.8643,2.9829,2.8356,2.858,-0.905,32183.74
7,002241.SZ,20080602,2.8212,2.8275,2.7233,2.7583,-3.4885,17606.58
8,002241.SZ,20080603,2.7475,2.9155,2.7403,2.8931,4.8871,18041.64
9,002241.SZ,20080604,2.894,3.0009,2.8464,2.9272,1.1787,28775.88
10,002241.SZ,20080605,2.8733,3.0674,2.8482,3.0279,3.4401,22317.36
11,002241.SZ,20080606,3.0099,3.1429,2.947,2.9659,-2.0476,24649.98
12,002241.SZ,20080610,2.8491,2.8886,2.7358,2.8437,-4.1202,23603.14
13,002241.SZ,20080611,2.8428,2.9452,2.5597,2.646,-6.9522,34665.41
14,002241.SZ,20080612,2.6038,2.6038,2.4241,2.5642,-3.0915,28004.63
15,002241.SZ,20080613,2.5175,2.6235,2.4259,2.4465,-4.5901,12525.12
16,002241.SZ,20080616,2.4456,2.4843,2.3181,2.3899,-2.3135,9149.0
17,002241.SZ,20080617,2.372,2.442,2.3576,2.372,-0.749,12301.79
18,002241.SZ,20080618,2.372,2.5157,2.3432,2.4879,4.8862,9084.95
19,002241.SZ,20080619,2.5157,2.5588,2.3899,2.4438,-1.7726,13521.95
20,002241.SZ,20080620,2.4438,2.6397,2.3917,2.5067,2.5739,11859.09
21,002241.SZ,20080623,2.4429,2.469,2.2561,2.381,-5.0146,14252.52
22,002241.SZ,20080624,2.327,2.4438,2.2642,2.4169,1.5078,10223.33
23,002241.SZ,20080625,2.3819,2.5337,2.3504,2.5247,4.4603,9776.59
24,002241.SZ,20080626,2.4978,2.5319,2.3899,2.5157,-0.3565,7676.56
25,002241.SZ,20080630,2.3459,2.4331,2.3091,2.4115,-4.142,5998.91
26,002241.SZ,20080701,2.3881,2.4834,2.381,2.4259,0.5971,3911.06
27,002241.SZ,20080702,2.3962,2.4879,2.3926,2.4879,2.5558,3590.14
28,002241.SZ,20080703,2.4367,2.6253,2.4259,2.5696,3.2839,8403.3
29,002241.SZ,20080704,2.5409,2.5687,2.4978,2.5301,-1.5372,6195.52
30,002241.SZ,20080707,2.5049,2.6325,2.4978,2.611,3.1975,6487.83
31,002241.SZ,20080708,2.5768,2.6415,2.4349,2.5355,-2.8916,9723.55
32,002241.SZ,20080709,2.5076,2.5831,2.5076,2.5517,0.6389,8608.8
33,002241.SZ,20080710,2.5337,2.6801,2.4915,2.6235,2.8138,9208.76
34,002241.SZ,20080711,2.619,2.7116,2.5966,2.6819,2.226,6762.54
35,002241.SZ,20080714,2.6577,2.7314,2.6262,2.6819,0.0,5828.4
36,002241.SZ,20080715,2.6828,2.6828,2.5517,2.6307,-1.9091,4929.3
37,002241.SZ,20080716,2.6029,2.6487,2.5301,2.5606,-2.6647,4889.47
38,002241.SZ,20080717,2.5678,2.6397,2.5157,2.5499,-0.4179,1761.0
39,002241.SZ,20080718,2.5588,2.5939,2.4456,2.5795,1.1608,3824.5
40,002241.SZ,20080721,2.5517,2.6505,2.5409,2.6235,1.7058,8477.24
41,002241.SZ,20080722,2.6056,2.6262,2.5696,2.5786,-1.7115,2544.1
42,002241.SZ,20080723,2.5912,2.6181,2.4798,2.5112,-2.6138,3736.17
43,002241.SZ,20080724,2.5103,2.5571,2.5067,2.5301,0.7526,2278.01
44,002241.SZ,20080725,2.5337,2.5562,2.4906,2.5166,-0.5336,2246.26
45,002241.SZ,20080728,2.5202,2.637,2.5202,2.6056,3.5365,5733.52
46,002241.SZ,20080729,2.5948,2.6685,2.5876,2.6325,1.0324,4770.04
47,002241.SZ,20080730,2.6774,2.7853,2.6334,2.7412,4.1292,10379.42
48,002241.SZ,20080731,2.7412,2.8185,2.7233,2.7628,0.788,11501.93
49,002241.SZ,20080801,2.761,2.7745,2.6505,2.7143,-1.7555,3838.53
50,002241.SZ,20080804,2.6595,2.8527,2.6415,2.8293,4.2368,5489.22
51,002241.SZ,20080805,2.7925,2.9021,2.7493,2.7493,-2.8276,4560.03
52,002241.SZ,20080806,2.7628,2.8302,2.6963,2.7143,-1.2731,5185.44
53,002241.SZ,20080807,2.7152,2.965,2.7152,2.8751,5.9242,6094.72
54,002241.SZ,20080808,2.8571,2.8886,2.7511,2.7592,-4.0312,7974.31
55,002241.SZ,20080811,2.7044,2.8005,2.5921,2.6954,-2.3123,5841.8
56,002241.SZ,20080812,2.6954,2.8302,2.619,2.7942,3.6655,3228.14
57,002241.SZ,20080813,2.7403,2.9371,2.7403,2.9371,5.1142,2924.34
58,002241.SZ,20080814,2.9272,2.982,2.8886,2.9093,-0.9465,2435.81
59,002241.SZ,20080815,2.8805,3.08,2.8688,3.044,4.63,5652.51
60,002241.SZ,20080818,3.0458,3.0548,2.7394,2.7987,-8.0585,5837.47
61,002241.SZ,20080819,2.7134,2.8976,2.6056,2.8571,2.0867,13418.74
62,002241.SZ,20080820,2.8302,3.0099,2.7403,2.9793,4.2771,9534.24
63,002241.SZ,20080821,2.8643,2.9191,2.7853,2.8221,-5.2764,5126.71
64,002241.SZ,20080822,2.6325,2.7673,2.5606,2.6846,-4.8723,33928.76
65,002241.SZ,20080825,2.6415,2.6748,2.4987,2.5211,-6.0903,11999.65
66,002241.SZ,20080826,2.4735,2.5418,2.4079,2.5166,-0.1785,8128.9
67,002241.SZ,20080827,2.5058,2.5175,2.4259,2.4483,-2.714,6384.99
68,002241.SZ,20080828,2.4546,2.4852,2.4106,2.4519,0.147,2176.3
69,002241.SZ,20080829,2.4349,2.5049,2.4259,2.4825,1.248,2491.24
70,002241.SZ,20080901,2.4295,2.4681,2.3819,2.3908,-3.6939,2873.07
71,002241.SZ,20080902,2.3252,2.3675,2.3055,2.336,-2.2921,4675.26
72,002241.SZ,20080903,2.3252,2.3252,2.1788,2.2695,-2.8467,3544.64
73,002241.SZ,20080904,2.2372,2.301,2.2372,2.301,1.388,1947.19
74,002241.SZ,20080905,2.2821,2.2929,2.2013,2.2929,-0.352,3398.1
75,002241.SZ,20080908,2.2911,2.2911,2.2111,2.2911,-0.0785,2896.28
76,002241.SZ,20080909,2.2866,2.3064,2.2192,2.2489,-1.8419,1184.59
77,002241.SZ,20080910,2.2489,2.3181,2.2462,2.2731,1.0761,2574.58
78,002241.SZ,20080911,2.2731,2.2731,2.2102,2.2282,-1.9753,1605.45
79,002241.SZ,20080912,2.2453,2.2821,2.23,2.2525,1.0906,565.34
80,002241.SZ,20080916,2.292,2.2956,2.2013,2.2192,-1.4784,1688.7
81,002241.SZ,20080917,2.2192,2.3181,2.2165,2.2462,1.2167,2040.58
82,002241.SZ,20080918,2.2201,2.3019,2.0368,2.2408,-0.2404,3407.31
83,002241.SZ,20080919,2.4349,2.4645,2.336,2.4645,9.983,8475.38
84,002241.SZ,20080922,2.4349,2.6101,2.3899,2.4133,-2.0775,10569.22
85,002241.SZ,20080923,2.354,2.354,2.2462,2.2911,-5.0636,5959.16
86,002241.SZ,20080924,2.2552,2.2911,2.186,2.2659,-1.0999,2184.61
87,002241.SZ,20080925,2.283,2.3252,2.2516,2.2821,0.7149,2591.88
88,002241.SZ,20080926,2.2597,2.2947,2.1932,2.2606,-0.9421,2494.26
89,002241.SZ,20081006,2.239,2.2426,2.1114,2.1554,-4.6536,1758.0
90,002241.SZ,20081007,2.0674,2.0755,1.9677,2.0296,-5.8365,7106.72
91,002241.SZ,20081008,1.9677,2.0296,1.9569,2.0126,-0.8376,3669.56
92,002241.SZ,20081009,2.0198,2.0476,1.8895,1.9344,-3.8855,1858.21
93,002241.SZ,20081010,1.8949,1.8949,1.7969,1.8023,-6.829,3092.52
94,002241.SZ,20081013,1.7969,1.841,1.7341,1.841,2.1473,2968.65
95,002241.SZ,20081014,1.8697,1.885,1.7808,1.788,-2.8789,1208.45
96,002241.SZ,20081015,1.7736,1.7969,1.7071,1.7161,-4.0213,842.5
97,002241.SZ,20081016,1.6774,1.6963,1.5445,1.5445,-9.9994,2849.11
98,002241.SZ,20081017,1.5445,1.575,1.4376,1.5427,-0.1165,5950.9
99,002241.SZ,20081020,1.4969,1.5615,1.4735,1.5517,0.5834,2299.0
100,002241.SZ,20081021,1.5517,1.611,1.5103,1.5714,1.2696,2585.21
101,002241.SZ,20081022,1.5544,1.6514,1.5139,1.5813,0.63,2694.56
102,002241.SZ,20081023,1.5364,1.7053,1.5364,1.673,5.799,2913.62
103,002241.SZ,20081024,1.673,1.788,1.673,1.7251,3.1142,4537.56
104,002241.SZ,20081027,1.7071,1.7305,1.5813,1.6173,-6.2489,3438.81
105,002241.SZ,20081028,1.5948,1.7323,1.5903,1.6487,1.9415,5740.43
106,002241.SZ,20081029,1.6936,1.7323,1.6721,1.6963,2.8871,2855.51
107,002241.SZ,20081030,1.7385,1.7385,1.6541,1.6712,-1.4797,5350.6
108,002241.SZ,20081031,1.6487,1.6981,1.6487,1.6658,-0.3231,7119.29
109,002241.SZ,20081103,1.6577,1.6721,1.5921,1.5921,-4.4243,6426.01
110,002241.SZ,20081104,1.5723,1.6047,1.5463,1.5714,-1.3002,2539.87
111,002241.SZ,20081105,1.5867,1.6424,1.5723,1.6164,2.8637,11196.94
112,002241.SZ,20081106,1.6065,1.6074,1.5382,1.5472,-4.2811,3029.74
113,002241.SZ,20081107,1.5274,1.5813,1.4843,1.5445,-0.1745,7214.47
114,002241.SZ,20081110,1.5588,1.6685,1.5499,1.6586,7.3875,32082.68
115,002241.SZ,20081111,1.6424,1.6954,1.6173,1.6613,0.1628,15380.86
116,002241.SZ,20081112,1.6307,1.7421,1.6271,1.7224,3.6778,12478.82
117,002241.SZ,20081113,1.7053,1.8104,1.6909,1.7844,3.5996,12880.43
118,002241.SZ,20081114,1.7978,1.8275,1.7574,1.8122,1.5579,13664.87
119,002241.SZ,20081117,1.8122,1.8841,1.788,1.8562,2.428,11648.47
120,002241.SZ,20081118,1.8553,1.867,1.6774,1.6774,-9.6326,13635.42
121,002241.SZ,20081119,1.6703,1.8095,1.6703,1.8059,7.6607,12783.76
122,002241.SZ,20081120,1.7682,1.8203,1.7161,1.7376,-3.782,15125.27
123,002241.SZ,20081121,1.6873,1.7412,1.6181,1.7323,-0.305,15895.5
124,002241.SZ,20081124,1.7161,1.8077,1.7071,1.7332,0.052,12152.35
125,002241.SZ,20081126,1.7484,1.77,1.7098,1.7412,0.4616,3218.65
126,002241.SZ,20081127,1.8302,1.8482,1.77,1.7925,2.9462,12859.44
