,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,000600.SZ,20000104,3.7476,3.9088,3.7275,3.8645,3.9012,3691.0
1,000600.SZ,20000105,3.8886,4.0055,3.8645,3.8846,0.5201,6694.0
2,000600.SZ,20000106,3.8886,4.2715,3.8685,4.1989,8.0909,14738.0
3,000600.SZ,20000107,4.1909,4.2715,4.1103,4.2271,0.6716,15157.0
4,000600.SZ,20000110,4.1828,4.614,4.1828,4.3561,3.0517,14605.0
5,000600.SZ,20000111,4.3561,4.4326,4.0297,4.1183,-5.459,7076.0
6,000600.SZ,20000112,4.1062,4.1909,3.9491,3.9854,-3.2271,5928.0
7,000600.SZ,20000113,3.9854,4.0015,3.8886,3.9088,-1.922,2427.0
8,000600.SZ,20000114,3.8685,3.9894,3.808,3.8121,-2.4739,2747.0
9,000600.SZ,20000117,3.9491,4.0297,3.8161,4.0176,5.3907,2805.0
10,000600.SZ,20000118,4.0337,4.1788,4.0095,4.0901,1.8046,4481.0
11,000600.SZ,20000119,4.1506,4.1506,3.9894,4.0176,-1.7726,2940.0
12,000600.SZ,20000120,4.0176,4.1062,3.9531,3.9733,-1.1026,4456.0
13,000600.SZ,20000121,4.0015,4.0015,3.8282,3.933,-1.0143,6898.0
14,000600.SZ,20000124,4.2836,4.2836,3.7436,3.8886,-1.1289,10882.0
15,000600.SZ,20000125,3.8685,3.9894,3.7476,3.9048,0.4166,6606.0
16,000600.SZ,20000126,3.9491,3.9491,3.8201,3.8645,-1.0321,4915.0
17,000600.SZ,20000127,3.8685,3.9289,3.7476,3.7557,-2.8154,10261.0
18,000600.SZ,20000128,3.7557,3.8564,3.5663,3.7798,0.6417,14130.0
19,000600.SZ,20000214,3.8322,4.1546,3.8322,4.1546,9.9159,13161.0
20,000600.SZ,20000215,4.1707,4.5132,4.07,4.1062,-1.165,20767.0
21,000600.SZ,20000216,4.07,4.5052,4.0377,4.5052,9.717,21563.0
22,000600.SZ,20000217,4.9162,4.9565,4.1627,4.2433,-5.8133,41986.0
23,000600.SZ,20000218,4.203,4.6664,4.1304,4.6664,9.971,29480.0
24,000600.SZ,20000221,5.1338,5.1338,5.1338,5.1338,10.0163,10308.0
25,000600.SZ,20000222,5.6456,5.6456,5.6456,5.6456,9.9692,16435.0
26,000600.SZ,20000223,6.0405,6.0405,5.0814,5.0814,-9.9936,93444.0
27,000600.SZ,20000224,4.7953,5.0371,4.7873,5.017,-1.2674,33048.0
28,000600.SZ,20000225,5.0371,5.3837,4.8396,5.1862,3.3725,44622.0
29,000600.SZ,20000228,5.2789,5.4804,5.0371,5.428,4.6624,42811.0
30,000600.SZ,20000229,5.3595,5.3998,4.9968,5.1459,-5.1971,18516.0
31,000600.SZ,20000301,5.0855,5.1177,4.8316,4.9243,-4.3063,22612.0
32,000600.SZ,20000302,4.8759,4.9887,4.8155,4.9525,0.5727,14558.0
33,000600.SZ,20000303,4.9565,5.0572,4.8719,5.017,1.3024,14788.0
34,000600.SZ,20000306,5.0371,5.0371,4.5334,4.5455,-9.398,18325.0
35,000600.SZ,20000307,4.4729,4.6301,4.3964,4.5535,0.176,8772.0
36,000600.SZ,20000308,4.5132,4.7147,4.5132,4.6946,3.0987,9851.0
37,000600.SZ,20000309,4.7147,4.755,4.5132,4.5656,-2.7478,7414.0
38,000600.SZ,20000310,4.5535,4.7953,4.5052,4.7873,4.8559,12032.0
39,000600.SZ,20000313,4.8155,5.0129,4.755,4.9082,2.5254,16807.0
40,000600.SZ,20000314,4.8356,4.8356,4.5052,4.6664,-4.9264,13444.0
41,000600.SZ,20000315,4.6744,4.7147,4.5253,4.5898,-1.6415,7597.0
42,000600.SZ,20000316,4.5858,4.5858,4.1707,4.2191,-8.0766,10559.0
43,000600.SZ,20000317,4.1103,4.344,4.1103,4.3279,2.5787,7599.0
44,000600.SZ,20000320,4.2916,4.5132,4.1909,4.5092,4.1891,11126.0
45,000600.SZ,20000321,4.5132,4.5253,4.3319,4.4004,-2.4128,9468.0
46,000600.SZ,20000322,4.3722,4.4326,4.3037,4.3924,-0.1818,7931.0
47,000600.SZ,20000323,4.4246,4.5294,4.3601,4.5173,2.8435,10162.0
48,000600.SZ,20000324,4.5455,4.5938,4.3521,4.3641,-3.3914,10913.0
49,000600.SZ,20000327,4.3521,4.5737,4.3521,4.5535,4.34,10301.0
50,000600.SZ,20000328,4.5737,4.8558,4.4729,4.8356,6.1952,17783.0
51,000600.SZ,20000329,4.8356,4.8759,4.5938,4.6905,-3.0007,11995.0
52,000600.SZ,20000330,4.7067,4.8356,4.6382,4.7993,2.3196,11189.0
53,000600.SZ,20000331,4.7792,4.7873,4.5777,4.6059,-4.0298,10140.0
54,000600.SZ,20000403,4.5938,4.7026,4.5092,4.6382,0.7013,7628.0
55,000600.SZ,20000404,4.6422,4.6744,4.4729,4.5052,-2.8675,7624.0
56,000600.SZ,20000405,4.5012,4.7147,4.4729,4.6704,3.6669,8111.0
57,000600.SZ,20000406,4.6946,5.0693,4.5938,4.9404,5.7811,34680.0
58,000600.SZ,20000407,4.9162,4.9565,4.8034,4.8961,-0.8967,17157.0
59,000600.SZ,20000410,4.8759,5.0774,4.8759,4.9162,0.4105,12723.0
60,000600.SZ,20000411,4.9162,5.3272,4.8799,5.2023,5.8195,45052.0
61,000600.SZ,20000412,5.3111,5.3595,5.0975,5.3111,2.0914,47095.0
62,000600.SZ,20000413,5.3192,5.3595,5.1781,5.2507,-1.1372,32059.0
63,000600.SZ,20000414,5.3192,5.6013,5.2386,5.5892,6.4468,61297.0
64,000600.SZ,20000417,5.7181,5.7826,5.3635,5.3957,-3.462,74061.0
65,000600.SZ,20000418,5.4441,5.5126,5.1701,5.299,-1.7922,24830.0
66,000600.SZ,20000419,5.299,5.4401,5.2386,5.3111,0.2283,14902.0
67,000600.SZ,20000420,5.3192,5.3595,5.2386,5.2587,-0.9866,16657.0
68,000600.SZ,20000424,5.2426,5.2426,4.9162,4.9807,-5.2865,18113.0
69,000600.SZ,20000425,4.9565,5.0975,4.9283,5.0492,1.3753,7428.0
70,000600.SZ,20000426,5.0975,5.1096,4.9364,4.9484,-1.9964,6379.0
71,000600.SZ,20000427,4.9484,4.9484,4.7349,4.751,-3.9892,10892.0
72,000600.SZ,20000428,4.751,4.9726,4.7429,4.9243,3.6477,7375.0
73,000600.SZ,20000508,4.9082,4.9243,4.7832,4.892,-0.6559,4912.0
74,000600.SZ,20000509,4.9082,5.017,4.8759,4.9082,0.3312,5331.0
75,000600.SZ,20000510,4.9404,4.9404,4.6341,4.6341,-5.5845,6027.0
76,000600.SZ,20000511,4.614,4.7107,4.4326,4.4488,-3.9986,5739.0
77,000600.SZ,20000512,4.4488,4.5535,4.344,4.3803,-1.5397,5194.0
78,000600.SZ,20000515,4.3561,4.4125,4.2916,4.2956,-1.9337,3509.0
79,000600.SZ,20000516,4.3118,4.481,4.3118,4.4326,3.1893,3564.0
80,000600.SZ,20000517,4.4326,4.4729,4.3924,4.4326,0.0,2746.0
81,000600.SZ,20000518,4.4367,4.5374,4.4004,4.5334,2.2741,3169.0
82,000600.SZ,20000519,4.5858,4.6623,4.5334,4.6301,2.1331,6136.0
83,000600.SZ,20000522,4.6744,4.8356,4.5938,4.7752,3.1338,7139.0
84,000600.SZ,20000523,4.7792,4.8235,4.6341,4.6785,-2.025,5629.0
85,000600.SZ,20000524,4.6744,4.8356,4.6744,4.7631,1.8083,5967.0
86,000600.SZ,20000525,4.8276,4.9162,4.7349,4.884,2.5383,9060.0
87,000600.SZ,20000526,4.8558,4.8759,4.7873,4.7953,-1.8161,6682.0
