,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,000400.SZ,20000104,5.0316,5.1401,4.9405,5.114,1.3315,5383.0
1,000400.SZ,20000105,5.114,5.2377,5.0555,5.114,0.0,11648.0
2,000400.SZ,20000106,5.0967,5.242,5.0967,5.2203,2.0786,16271.0
3,000400.SZ,20000107,5.2485,5.3678,5.2225,5.3569,2.6167,32105.0
4,000400.SZ,20000110,5.4003,5.7473,5.3569,5.6606,5.6693,49395.0
5,000400.SZ,20000111,5.6389,5.6389,5.2702,5.3222,-5.9782,12532.0
6,000400.SZ,20000112,5.3201,5.448,5.049,5.1639,-2.9743,14138.0
7,000400.SZ,20000113,5.1639,5.2268,5.0316,5.0924,-1.3846,6754.0
8,000400.SZ,20000114,5.1184,5.1509,4.9839,5.1422,0.9779,8672.0
9,000400.SZ,20000117,5.1292,5.2246,5.0468,5.1834,0.8012,4699.0
10,000400.SZ,20000118,5.1748,5.2593,5.0555,5.1748,-0.1659,8984.0
11,000400.SZ,20000119,5.1748,5.281,5.1618,5.2246,0.9624,10479.0
12,000400.SZ,20000120,5.2225,5.3353,5.1943,5.3288,1.9944,14624.0
13,000400.SZ,20000121,5.3288,5.563,5.3288,5.4198,1.7077,24815.0
14,000400.SZ,20000124,5.4198,5.704,5.3786,5.6107,3.5223,22893.0
15,000400.SZ,20000125,5.6389,5.6389,5.3895,5.4003,-3.75,20948.0
16,000400.SZ,20000126,5.3895,5.4654,5.2463,5.2897,-2.048,12418.0
17,000400.SZ,20000127,5.4263,5.7408,5.281,5.6736,7.2575,41772.0
18,000400.SZ,20000128,5.704,5.7799,5.5326,5.6346,-0.6874,20180.0
19,000400.SZ,20000214,5.6389,6.1919,5.6389,6.1746,9.5836,63006.0
20,000400.SZ,20000215,6.1984,6.398,5.8124,5.9534,-3.5824,58138.0
21,000400.SZ,20000216,5.9317,6.0293,5.4654,5.6541,-5.0274,52028.0
22,000400.SZ,20000217,5.6779,5.9208,5.1791,5.3157,-5.985,47071.0
23,000400.SZ,20000218,5.3092,5.4871,5.0967,5.2897,-0.4891,22543.0
24,000400.SZ,20000221,5.3353,5.5955,5.3136,5.4784,3.5673,38893.0
25,000400.SZ,20000222,5.4871,5.5955,5.0707,5.1943,-5.1858,29629.0
26,000400.SZ,20000223,5.2051,5.2073,4.9449,5.0121,-3.5077,29198.0
27,000400.SZ,20000224,4.9882,5.1813,4.9449,5.0945,1.644,34884.0
28,000400.SZ,20000225,5.1184,5.4545,5.0642,5.3396,4.8111,54684.0
29,000400.SZ,20000228,5.3461,5.6779,5.3353,5.5933,4.7513,53763.0
30,000400.SZ,20000229,5.6389,5.704,5.3353,5.4459,-2.6353,41186.0
31,000400.SZ,20000301,5.4892,5.6064,5.4003,5.5456,1.8307,36144.0
32,000400.SZ,20000302,5.5738,5.7408,5.5326,5.6823,2.465,44690.0
33,000400.SZ,20000303,5.7256,6.2418,5.6823,6.1768,8.7025,82672.0
34,000400.SZ,20000306,6.2852,6.2874,5.5695,5.5977,-9.3754,52966.0
35,000400.SZ,20000307,5.5977,5.9751,5.5847,5.8926,5.2682,64814.0
36,000400.SZ,20000308,5.9642,5.9859,5.769,5.9187,0.4429,40901.0
37,000400.SZ,20000309,5.923,5.9794,5.769,5.8753,-0.7333,24943.0
38,000400.SZ,20000310,5.8731,6.0293,5.5847,5.7018,-2.953,35080.0
39,000400.SZ,20000313,5.7473,6.0726,5.6389,5.756,0.9506,40446.0
40,000400.SZ,20000314,5.4676,5.7473,5.4003,5.6888,-1.1675,50562.0
41,000400.SZ,20000315,5.6736,5.7473,5.5239,5.5326,-2.7457,21034.0
42,000400.SZ,20000316,5.5304,5.5326,5.3136,5.3244,-3.7631,27547.0
43,000400.SZ,20000317,5.3136,5.6085,5.2919,5.5435,4.115,20090.0
44,000400.SZ,20000320,5.422,5.7473,5.422,5.7365,3.4816,31931.0
45,000400.SZ,20000321,5.7256,5.8081,5.6129,5.743,0.1133,26391.0
46,000400.SZ,20000322,5.7473,5.769,5.6389,5.6801,-1.0952,13310.0
47,000400.SZ,20000323,5.704,5.8167,5.6172,5.7712,1.6038,17907.0
48,000400.SZ,20000324,5.8558,5.871,5.6389,5.6454,-2.1798,17747.0
49,000400.SZ,20000327,5.6389,5.7452,5.5955,5.6584,0.2303,21857.0
50,000400.SZ,20000328,5.6823,5.7256,5.6064,5.6888,0.5373,19056.0
51,000400.SZ,20000329,5.7473,5.7473,5.5955,5.6497,-0.6873,19384.0
52,000400.SZ,20000330,5.6389,5.9317,5.628,5.8861,4.1843,43848.0
53,000400.SZ,20000331,5.8861,6.1442,5.8189,5.9946,1.8433,60483.0
54,000400.SZ,20000403,5.9642,6.1139,5.9165,5.9208,-1.2311,21025.0
55,000400.SZ,20000404,5.9317,5.9425,5.7907,5.8471,-1.2448,14173.0
56,000400.SZ,20000405,5.8558,6.1572,5.8146,6.0965,4.2654,46816.0
57,000400.SZ,20000406,6.09,6.1399,6.0401,6.0943,-0.0361,29786.0
58,000400.SZ,20000407,6.1052,6.4197,6.0987,6.2852,3.1324,63746.0
59,000400.SZ,20000411,6.3112,6.4392,6.2245,6.3633,1.2426,74586.0
60,000400.SZ,20000412,6.3763,6.398,6.0987,6.1789,-2.8979,44057.0
61,000400.SZ,20000413,6.4739,6.5281,6.2028,6.2874,1.756,33523.0
