,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,000006.SZ,20000104,1.2281,1.2718,1.2075,1.2461,2.5428,3192.0
1,000006.SZ,20000105,1.2461,1.2718,1.2281,1.2345,-0.9309,6721.0
2,000006.SZ,20000106,1.2204,1.2808,1.2204,1.2718,3.0215,6535.0
3,000006.SZ,20000107,1.291,1.3463,1.2718,1.3424,5.5512,22250.0
4,000006.SZ,20000110,1.3488,1.4131,1.309,1.3899,3.5384,27733.0
5,000006.SZ,20000111,1.3899,1.3938,1.2846,1.3026,-6.281,15039.0
6,000006.SZ,20000112,1.2975,1.3231,1.2538,1.2589,-3.3548,8485.0
7,000006.SZ,20000113,1.2589,1.2782,1.2461,1.2499,-0.7149,4755.0
8,000006.SZ,20000114,1.2538,1.2589,1.2075,1.2165,-2.6722,4336.0
9,000006.SZ,20000117,1.2101,1.2435,1.1973,1.2332,1.3728,3452.0
10,000006.SZ,20000118,1.2435,1.2435,1.2114,1.2152,-1.4596,4207.0
11,000006.SZ,20000119,1.2075,1.2281,1.2024,1.2165,0.107,3560.0
12,000006.SZ,20000120,1.2217,1.2435,1.2075,1.2396,1.8989,7488.0
13,000006.SZ,20000121,1.2435,1.2512,1.2088,1.2281,-0.9277,9045.0
14,000006.SZ,20000124,1.214,1.2204,1.1664,1.1947,-2.7196,14760.0
15,000006.SZ,20000125,1.2075,1.2512,1.1883,1.2011,0.5357,8543.0
16,000006.SZ,20000126,1.2075,1.2191,1.1883,1.2101,0.7493,5638.0
17,000006.SZ,20000127,1.2319,1.3077,1.2319,1.2833,6.0491,29630.0
18,000006.SZ,20000128,1.3488,1.4118,1.3488,1.4118,10.0132,78602.0
19,000006.SZ,20000214,1.5415,1.5531,1.4901,1.5531,10.0085,60515.0
20,000006.SZ,20000215,1.6006,1.6366,1.44,1.4889,-4.1337,96735.0
21,000006.SZ,20000216,1.4889,1.5865,1.4516,1.5608,4.8291,54973.0
22,000006.SZ,20000217,1.5672,1.7175,1.4901,1.4979,-4.03,79304.0
23,000006.SZ,20000218,1.4837,1.4966,1.4002,1.4709,-1.8025,30152.0
24,000006.SZ,20000221,1.4709,1.5852,1.4144,1.5351,4.3647,41429.0
25,000006.SZ,20000222,1.539,1.6019,1.4323,1.4362,-6.4426,30976.0
26,000006.SZ,20000223,1.4131,1.4362,1.3501,1.3617,-5.1873,25074.0
27,000006.SZ,20000224,1.3553,1.4079,1.3424,1.4002,2.8273,14793.0
28,000006.SZ,20000225,1.3964,1.4002,1.3488,1.3565,-3.121,16748.0
29,000006.SZ,20000228,1.3553,1.4246,1.3501,1.4131,4.1725,19012.0
30,000006.SZ,20000229,1.4144,1.5415,1.3745,1.4812,4.8192,40735.0
31,000006.SZ,20000301,1.4901,1.5402,1.4336,1.4606,-1.3908,35636.0
32,000006.SZ,20000302,1.4747,1.5081,1.4465,1.4645,0.267,21035.0
33,000006.SZ,20000303,1.4773,1.5158,1.4465,1.4734,0.6077,19783.0
34,000006.SZ,20000306,1.4773,1.503,1.3617,1.3758,-6.6241,22619.0
35,000006.SZ,20000307,1.363,1.4002,1.3514,1.3989,1.679,14388.0
36,000006.SZ,20000308,1.3989,1.4131,1.3617,1.3938,-0.3646,12598.0
37,000006.SZ,20000309,1.3938,1.4208,1.3617,1.4002,0.4592,15004.0
38,000006.SZ,20000310,1.3887,1.3989,1.3617,1.3643,-2.5639,10109.0
39,000006.SZ,20000313,1.3553,1.4002,1.3553,1.3899,1.8764,7746.0
40,000006.SZ,20000314,1.3874,1.3874,1.3103,1.3476,-3.0434,15654.0
41,000006.SZ,20000315,1.3488,1.3977,1.3476,1.3874,2.9534,12526.0
42,000006.SZ,20000316,1.3861,1.3861,1.2949,1.3052,-5.9248,12118.0
43,000006.SZ,20000317,1.3039,1.3488,1.3,1.3321,2.061,9595.0
44,000006.SZ,20000320,1.2846,1.3617,1.2846,1.3604,2.1245,12437.0
45,000006.SZ,20000321,1.3578,1.458,1.3488,1.4015,3.0212,24207.0
46,000006.SZ,20000322,1.4015,1.4131,1.3668,1.3784,-1.6482,11885.0
47,000006.SZ,20000323,1.3707,1.4105,1.3681,1.3938,1.1172,12358.0
48,000006.SZ,20000324,1.4131,1.4388,1.3977,1.4079,1.0116,26572.0
49,000006.SZ,20000327,1.4259,1.5158,1.4131,1.5043,6.8471,45283.0
50,000006.SZ,20000328,1.5287,1.5351,1.4452,1.4645,-2.6457,23696.0
51,000006.SZ,20000329,1.4773,1.4901,1.4015,1.4439,-1.4066,21053.0
52,000006.SZ,20000330,1.449,1.4773,1.4439,1.4606,1.1566,16301.0
53,000006.SZ,20000331,1.4606,1.4645,1.4131,1.4388,-1.4925,18655.0
54,000006.SZ,20000403,1.4388,1.4645,1.4131,1.4323,-0.4518,13526.0
