,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,000539.SZ,20000104,2.5077,2.5366,2.4475,2.5099,1.9,7394.0
1,000539.SZ,20000105,2.5188,2.608,2.4965,2.5188,0.3546,11436.0
2,000539.SZ,20000106,2.5166,2.6392,2.4653,2.6303,4.4267,12493.0
3,000539.SZ,20000107,2.6748,2.7863,2.6347,2.7529,4.6611,26555.0
4,000539.SZ,20000110,2.8041,2.813,2.6971,2.7484,-0.1635,20572.0
5,000539.SZ,20000111,2.7751,2.7818,2.5589,2.5812,-6.0835,19440.0
6,000539.SZ,20000112,2.5745,2.6236,2.4564,2.4876,-3.6262,14024.0
7,000539.SZ,20000113,2.4854,2.5188,2.4519,2.4631,-0.9849,8007.0
8,000539.SZ,20000114,2.4631,2.4965,2.443,2.4519,-0.4547,6309.0
9,000539.SZ,20000117,2.4519,2.4519,2.4029,2.4497,-0.0897,5984.0
10,000539.SZ,20000118,2.4564,2.6949,2.4519,2.6459,8.0091,42914.0
11,000539.SZ,20000119,2.6258,2.6659,2.5857,2.6414,-0.1701,13693.0
12,000539.SZ,20000120,2.6704,2.6748,2.5834,2.6347,-0.2537,11656.0
13,000539.SZ,20000121,2.6459,2.6704,2.5857,2.599,-1.355,13801.0
14,000539.SZ,20000124,2.6258,2.6303,2.5188,2.579,-0.7695,14578.0
15,000539.SZ,20000125,2.5812,2.6525,2.5522,2.5857,0.2598,9502.0
16,000539.SZ,20000126,2.5968,2.7417,2.5946,2.7194,5.1707,33358.0
17,000539.SZ,20000127,2.7863,2.8665,2.7818,2.8041,3.1147,54319.0
18,000539.SZ,20000128,2.8086,2.8309,2.715,2.7573,-1.669,23213.0
19,000539.SZ,20000214,2.8532,3.0092,2.7417,2.9914,8.4902,32155.0
20,000539.SZ,20000215,2.9914,3.0203,2.813,2.8309,-5.3654,44974.0
21,000539.SZ,20000216,2.822,2.822,2.686,2.7484,-2.9143,34845.0
22,000539.SZ,20000217,2.8532,3.0092,2.8086,2.8777,4.7046,74583.0
23,000539.SZ,20000218,2.8754,2.8754,2.7417,2.8286,-1.7062,18925.0
24,000539.SZ,20000221,2.8309,2.9089,2.7194,2.8286,0.0,24297.0
25,000539.SZ,20000222,2.8309,2.9067,2.7417,2.7484,-2.8353,18958.0
26,000539.SZ,20000223,2.7328,2.7328,2.6525,2.6592,-3.2455,21160.0
27,000539.SZ,20000224,2.6414,2.715,2.6369,2.6726,0.5039,13558.0
28,000539.SZ,20000225,2.6793,2.6971,2.6191,2.6369,-1.3358,14172.0
29,000539.SZ,20000228,2.6369,2.7194,2.5857,2.7172,3.0452,20955.0
30,000539.SZ,20000229,2.7417,2.7863,2.6548,2.715,-0.081,20876.0
31,000539.SZ,20000301,2.7194,2.822,2.6748,2.7417,0.9834,24146.0
32,000539.SZ,20000302,2.7417,2.7885,2.6771,2.6971,-1.6267,15768.0
33,000539.SZ,20000303,2.7016,2.7818,2.6949,2.7239,0.9937,19804.0
34,000539.SZ,20000306,2.7439,2.8487,2.7083,2.7261,0.0808,31597.0
35,000539.SZ,20000307,2.6971,2.7863,2.6726,2.7841,2.1276,15228.0
36,000539.SZ,20000308,2.8063,2.8197,2.7328,2.7729,-0.4023,12766.0
37,000539.SZ,20000309,2.7618,2.9312,2.7083,2.8643,3.2962,53381.0
38,000539.SZ,20000310,2.8665,2.8777,2.7439,2.7573,-3.7356,17188.0
39,000539.SZ,20000313,2.7529,2.8376,2.7417,2.8086,1.8605,13703.0
40,000539.SZ,20000314,2.764,2.7863,2.6748,2.735,-2.6205,21611.0
41,000539.SZ,20000315,2.7417,2.7863,2.6793,2.7707,1.3053,12700.0
42,000539.SZ,20000316,2.7484,2.7484,2.6191,2.6548,-4.1831,20136.0
43,000539.SZ,20000317,2.6325,2.7127,2.6325,2.6994,1.68,12815.0
44,000539.SZ,20000320,2.6726,2.764,2.608,2.7462,1.7337,16010.0
45,000539.SZ,20000321,2.7529,2.8955,2.7395,2.842,3.4885,34545.0
46,000539.SZ,20000322,2.8621,2.8844,2.7907,2.8376,-0.1548,18301.0
47,000539.SZ,20000323,2.842,2.92,2.8175,2.8977,2.118,43265.0
48,000539.SZ,20000324,2.9178,3.0426,2.9178,2.9356,1.3079,76158.0
49,000539.SZ,20000327,2.9356,3.0894,2.9356,3.0426,3.6449,35805.0
50,000539.SZ,20000328,3.0872,3.1117,2.978,3.0783,1.1733,41389.0
51,000539.SZ,20000329,3.0805,3.0872,2.9758,2.9891,-2.8977,31716.0
52,000539.SZ,20000330,2.9869,3.0426,2.9824,3.027,1.2679,20722.0
53,000539.SZ,20000331,3.0092,3.0092,2.9379,2.978,-1.6188,20006.0
54,000539.SZ,20000403,2.978,3.2767,2.978,3.2321,8.5326,145717.0
55,000539.SZ,20000404,3.2299,3.3168,3.1652,3.2076,-0.758,77955.0
56,000539.SZ,20000405,3.1853,3.2967,3.1608,3.2076,0.0,45164.0
57,000539.SZ,20000406,3.2098,3.3213,3.1764,3.319,3.473,54973.0
58,000539.SZ,20000407,3.3502,3.4773,3.299,3.3525,1.0093,94085.0
59,000539.SZ,20000410,3.3859,3.4104,3.3101,3.3257,-0.7994,50107.0
60,000539.SZ,20000411,3.3324,3.3435,3.241,3.2522,-2.2101,41553.0
61,000539.SZ,20000412,3.2522,3.299,3.2053,3.2321,-0.618,32707.0
62,000539.SZ,20000413,3.2455,3.3324,3.2276,3.2967,1.9987,24838.0
