,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,000921.SZ,20000104,14.8605,15.3593,14.8014,15.3085,3.4855,17194.0
1,000921.SZ,20000105,15.3085,15.7566,15.038,15.224,-0.552,12874.0
2,000921.SZ,20000106,15.1902,16.4835,15.0465,16.2553,6.7742,31276.0
3,000921.SZ,20000107,16.4666,17.4134,16.399,17.1936,5.7723,73160.0
4,000921.SZ,20000110,17.4134,17.5824,16.9062,17.126,-0.3932,40441.0
5,000921.SZ,20000111,17.033,17.1006,15.765,16.0693,-6.1702,26177.0
6,000921.SZ,20000112,15.9763,16.399,15.5114,15.6382,-2.6828,18036.0
7,000921.SZ,20000113,15.6551,15.9341,15.4184,15.6551,0.1081,7099.0
8,000921.SZ,20000114,15.8073,15.9003,15.2071,15.317,-2.1597,7688.0
9,000921.SZ,20000117,15.3423,15.5114,15.131,15.4691,0.993,6336.0
10,000921.SZ,20000118,15.5537,15.8918,15.3423,15.6213,0.9839,6589.0
11,000921.SZ,20000119,15.5537,15.9594,15.5537,15.8833,1.6772,6515.0
12,000921.SZ,20000120,15.8073,16.2299,15.7227,16.0862,1.2774,10782.0
13,000921.SZ,20000121,16.2299,16.3567,15.765,15.858,-1.4186,14736.0
14,000921.SZ,20000124,15.8157,15.9341,15.4691,15.7904,-0.4263,14580.0
15,000921.SZ,20000125,15.8495,16.1961,15.7227,15.8242,0.2141,12224.0
16,000921.SZ,20000126,15.8495,16.0609,15.7227,16.0101,1.1748,7333.0
17,000921.SZ,20000127,16.1369,16.1877,15.8326,15.9003,-0.6858,16675.0
18,000921.SZ,20000128,16.0609,16.2299,15.6382,16.0609,1.01,21497.0
19,000921.SZ,20000214,16.399,17.4472,16.0609,17.4134,8.4211,48460.0
20,000921.SZ,20000215,17.4979,18.1741,16.6526,16.8216,-3.3985,63672.0
21,000921.SZ,20000216,16.7117,16.7371,15.9594,16.0693,-4.4722,41590.0
22,000921.SZ,20000217,16.0609,16.4835,15.2156,15.7481,-1.9988,53984.0
23,000921.SZ,20000218,15.4691,16.0609,15.4691,15.5959,-0.9665,16829.0
24,000921.SZ,20000221,15.5537,16.4835,15.2156,15.7396,0.9214,30444.0
25,000921.SZ,20000222,15.8073,16.0186,15.3846,15.4353,-1.9333,15152.0
26,000921.SZ,20000223,15.4269,15.4691,15.1817,15.2325,-1.3139,20910.0
27,000921.SZ,20000224,15.2156,15.4269,15.131,15.3677,0.8876,12457.0
28,000921.SZ,20000225,15.4269,15.4522,15.1986,15.3001,-0.4399,14920.0
29,000921.SZ,20000228,15.3001,15.5875,15.0465,15.4691,1.1046,24399.0
30,000921.SZ,20000229,15.5368,16.568,15.2156,16.0609,3.8257,60998.0
31,000921.SZ,20000301,16.492,16.568,15.6382,15.7312,-2.0528,37594.0
32,000921.SZ,20000302,15.765,15.7904,15.3339,15.4861,-1.5581,22304.0
33,000921.SZ,20000303,15.5368,16.2553,15.3846,15.7566,1.7467,24643.0
34,000921.SZ,20000306,15.8326,16.0609,15.3931,15.4776,-1.7707,25413.0
35,000921.SZ,20000307,15.41,16.2299,15.2409,16.0693,3.8229,30417.0
36,000921.SZ,20000308,16.1623,16.2891,15.8242,16.1116,0.2632,29267.0
37,000921.SZ,20000309,16.1454,16.568,15.8918,16.2975,1.1538,49693.0
38,000921.SZ,20000310,16.3145,16.3567,15.6805,15.7227,-3.5269,19143.0
39,000921.SZ,20000313,15.6382,15.9341,15.5537,15.7396,0.1075,12352.0
40,000921.SZ,20000314,15.6382,15.6551,15.2156,15.4438,-1.8793,21082.0
41,000921.SZ,20000315,15.6382,15.6382,15.3846,15.4945,0.3283,10226.0
42,000921.SZ,20000316,15.4269,15.4691,14.962,15.0803,-2.6732,16133.0
43,000921.SZ,20000317,15.0803,15.3846,14.9789,15.2409,1.065,11895.0
44,000921.SZ,20000320,15.2409,15.6128,15.0888,15.5706,2.1633,14686.0
45,000921.SZ,20000321,15.5706,15.8073,15.3677,15.6467,0.4887,13277.0
46,000921.SZ,20000322,15.6467,15.9341,15.5283,15.6974,0.324,12184.0
47,000921.SZ,20000323,15.7058,15.8749,15.5537,15.8157,0.7536,15875.0
48,000921.SZ,20000324,16.0609,17.3626,16.044,16.2722,2.8864,101937.0
49,000921.SZ,20000327,16.399,16.9738,16.3567,16.6103,2.0778,30313.0
50,000921.SZ,20000328,16.7371,16.8639,16.3145,16.4413,-1.0174,21256.0
51,000921.SZ,20000329,16.4835,16.9822,16.4835,16.8724,2.6221,31725.0
52,000921.SZ,20000330,17.033,17.2274,16.7371,16.8808,0.0498,29492.0
53,000921.SZ,20000331,16.9062,17.1175,16.3229,16.4751,-2.4033,22011.0
54,000921.SZ,20000403,16.4751,16.5765,16.3145,16.3567,-0.7187,13142.0
55,000921.SZ,20000404,16.2722,16.2722,15.7904,15.8157,-3.3075,15555.0
56,000921.SZ,20000405,15.7904,16.1454,15.7396,16.0017,1.176,8932.0
57,000921.SZ,20000406,16.0186,16.2637,15.9594,16.2299,1.4261,8921.0
58,000921.SZ,20000407,16.2384,16.306,16.0778,16.2046,-0.1559,10745.0
59,000921.SZ,20000411,16.1877,16.7794,16.1877,16.5089,1.8779,12074.0
60,000921.SZ,20000412,16.5089,16.6948,16.213,16.2891,-1.3314,10015.0
61,000921.SZ,20000413,16.2722,16.399,16.1454,16.306,0.1038,10202.0
62,000921.SZ,20000414,16.3145,16.7371,16.1623,16.6948,2.3844,28952.0
63,000921.SZ,20000417,16.7033,16.9822,16.3314,16.8132,0.7092,32130.0
64,000921.SZ,20000418,16.8639,16.9907,16.6103,16.6526,-0.9552,15796.0
65,000921.SZ,20000419,16.7794,17.2443,16.6779,17.0668,2.4873,37435.0
