,ts_code,trade_date,open,high,low,close,pct_chg,vol
0,002022.SZ,20040721,1.3915,1.453,1.3553,1.3553,44.6888,92198.02
1,002022.SZ,20040722,1.346,1.3763,1.282,1.2837,-5.283,33630.48
2,002022.SZ,20040723,1.2643,1.3022,1.2525,1.2955,0.9192,20199.97
3,002022.SZ,20040726,1.2887,1.3115,1.2668,1.3005,0.386,13030.84
4,002022.SZ,20040727,1.2904,1.3056,1.1961,1.2146,-6.6052,16699.04
5,002022.SZ,20040728,1.2054,1.2601,1.1944,1.2551,3.3344,13769.11
6,002022.SZ,20040729,1.2508,1.3048,1.2407,1.2946,3.1472,17349.43
7,002022.SZ,20040730,1.2938,1.3098,1.2719,1.2837,-0.842,10520.84
8,002022.SZ,20040802,1.2744,1.3199,1.2652,1.2963,0.9815,12493.87
9,002022.SZ,20040803,1.2955,1.3351,1.2887,1.3182,1.6894,12941.26
10,002022.SZ,20040804,1.3182,1.3275,1.2972,1.3149,-0.2503,11692.16
11,002022.SZ,20040805,1.3165,1.3671,1.3039,1.3182,0.251,18455.24
12,002022.SZ,20040806,1.3157,1.3469,1.2736,1.3056,-0.9558,10954.66
13,002022.SZ,20040809,1.2972,1.3191,1.2685,1.2711,-2.6425,7246.39
14,002022.SZ,20040810,1.2635,1.2854,1.2601,1.2702,-0.0708,6725.94
15,002022.SZ,20040811,1.2652,1.2736,1.2138,1.2205,-3.9128,10405.76
16,002022.SZ,20040812,1.293,1.3427,1.2803,1.3208,8.2179,36650.0
17,002022.SZ,20040813,1.3039,1.3241,1.2862,1.298,-1.7262,13065.61
18,002022.SZ,20040816,1.2887,1.3014,1.2365,1.2795,-1.4253,11841.63
19,002022.SZ,20040817,1.2618,1.2921,1.2542,1.2551,-1.907,7482.1
20,002022.SZ,20040818,1.2551,1.2551,1.2054,1.207,-3.8324,9185.52
21,002022.SZ,20040819,1.2121,1.2323,1.2003,1.2298,1.889,6921.49
22,002022.SZ,20040820,1.2289,1.2534,1.2028,1.2382,0.683,4943.83
23,002022.SZ,20040823,1.2129,1.2171,1.1666,1.1759,-5.0315,7596.65
24,002022.SZ,20040824,1.1666,1.1978,1.1472,1.1792,0.2806,7183.51
25,002022.SZ,20040825,1.1792,1.1902,1.1506,1.1708,-0.7123,4277.0
26,002022.SZ,20040826,1.1632,1.1809,1.1523,1.154,-1.4349,3041.16
27,002022.SZ,20040827,1.1506,1.1742,1.1287,1.1354,-1.6118,3627.2
28,002022.SZ,20040830,1.1203,1.2205,1.1161,1.1835,4.2364,8606.5
29,002022.SZ,20040831,1.2298,1.2551,1.1902,1.191,0.6337,10268.66
30,002022.SZ,20040901,1.1919,1.1927,1.159,1.1624,-2.4013,3089.94
31,002022.SZ,20040902,1.1582,1.2003,1.154,1.2003,3.2605,2646.95
32,002022.SZ,20040903,1.2028,1.2045,1.1742,1.1759,-2.0328,2169.22
33,002022.SZ,20040906,1.1624,1.1843,1.1624,1.1776,0.1446,1367.57
34,002022.SZ,20040907,1.1792,1.1919,1.1675,1.186,0.7133,1216.17
35,002022.SZ,20040908,1.186,1.1902,1.1641,1.1776,-0.7083,1849.31
36,002022.SZ,20040909,1.1792,1.1919,1.1641,1.1767,-0.0764,3980.55
37,002022.SZ,20040910,1.1742,1.1944,1.17,1.186,0.7903,2476.41
38,002022.SZ,20040913,1.1843,1.1851,1.1354,1.1363,-4.1906,3485.6
39,002022.SZ,20040914,1.1531,1.2003,1.1523,1.186,4.3738,5585.24
40,002022.SZ,20040916,1.3039,1.3048,1.2643,1.3048,10.0169,33027.43
41,002022.SZ,20040917,1.3123,1.3578,1.2803,1.3494,3.4181,23054.74
42,002022.SZ,20040920,1.3519,1.421,1.3393,1.4134,4.7428,32765.13
43,002022.SZ,20040921,1.4151,1.5305,1.3898,1.4732,4.2309,25623.93
44,002022.SZ,20040922,1.4639,1.5179,1.4488,1.4808,0.5159,24786.31
45,002022.SZ,20040923,1.4816,1.4892,1.4109,1.4825,0.1148,17098.02
46,002022.SZ,20040924,1.4867,1.5288,1.4067,1.4151,-4.5464,23483.36
47,002022.SZ,20040927,1.4336,1.4741,1.3629,1.3898,-1.7879,12230.91
48,002022.SZ,20040928,1.405,1.4463,1.378,1.4303,2.9141,8240.2
49,002022.SZ,20040929,1.4328,1.4547,1.4235,1.4328,0.1748,7541.03
50,002022.SZ,20040930,1.4319,1.4993,1.4319,1.4564,1.6471,15660.22
51,002022.SZ,20041008,1.4656,1.5987,1.4488,1.5751,8.1502,18657.91
52,002022.SZ,20041011,1.5836,1.6088,1.4993,1.5111,-4.0632,22628.01
53,002022.SZ,20041012,1.4968,1.5465,1.4757,1.4993,-0.7809,11905.37
54,002022.SZ,20041013,1.5035,1.5212,1.4842,1.5077,0.5603,5997.98
55,002022.SZ,20041014,1.5002,1.5035,1.357,1.357,-9.9954,15497.17
56,002022.SZ,20041015,1.3224,1.3309,1.2492,1.2972,-4.4068,14221.91
57,002022.SZ,20041018,1.2972,1.3511,1.2972,1.3208,1.8193,8343.45
58,002022.SZ,20041019,1.3208,1.3637,1.2887,1.2972,-1.7868,9061.33
59,002022.SZ,20041020,1.293,1.3224,1.2593,1.3224,1.9426,6563.12
60,002022.SZ,20041021,1.3309,1.3519,1.3014,1.3132,-0.6957,5714.71
61,002022.SZ,20041022,1.314,1.3814,1.2887,1.3747,4.6832,9573.03
62,002022.SZ,20041025,1.3974,1.4134,1.3561,1.3578,-1.2294,8241.82
63,002022.SZ,20041026,1.3603,1.4404,1.3486,1.4319,5.4574,9192.29
64,002022.SZ,20041027,1.4345,1.4698,1.4117,1.4639,2.2348,11784.5
65,002022.SZ,20041028,1.4614,1.5094,1.3898,1.4075,-3.8527,17296.77
66,002022.SZ,20041029,1.389,1.4639,1.3637,1.4109,0.2416,9964.34
67,002022.SZ,20041101,1.4109,1.4311,1.3898,1.4109,0.0,5646.51
68,002022.SZ,20041102,1.3949,1.4303,1.3949,1.4117,0.0567,4805.16
69,002022.SZ,20041103,1.4067,1.4875,1.4067,1.4741,4.4202,7446.79
